Unnamed: 0,POWER_MW,Temp_FC,Rain_FC,is_holiday
2022-01-01 00:00:00,1420.56800767687,24.7154660385366,0.107205435363248,1
2022-01-01 01:00:00,1370.01505408393,24.4798466286846,0.087264157380491,1
2022-01-01 02:00:00,1332.8441889445,24.2292759170686,0.021265308214073,1
2022-01-01 03:00:00,1300.43787404378,23.9678321083938,0.023626679431276,1
2022-01-01 04:00:00,1290.50086351183,24.2991295135516,0.01455638507326,1
2022-01-01 05:00:00,1333.14700703939,24.0606047664366,0.024646779418498,1
2022-01-01 06:00:00,1414.5319797092,23.8788713691735,0.004801682692308,1
2022-01-01 07:00:00,1475.90066016303,24.0856069515614,0.000175180288462,1
2022-01-01 08:00:00,1483.56810258653,25.2799072151711,0.000282451923077,1
2022-01-01 09:00:00,1495.0260828654,26.6950602511077,0.0003537109375,1
2022-01-01 10:00:00,1537.95275037977,27.8785470295177,0.003028616811536,1
2022-01-01 11:00:00,1570.4344446818,28.9320036745848,0.023472174773298,1
2022-01-01 12:00:00,1587.00917982313,29.7007778751426,0.031503180745149,1
2022-01-01 13:00:00,1564.28696573893,30.1225799580107,0.147373219954853,1
2022-01-01 14:00:00,1617.31470062256,30.0941641150705,0.268294791569706,1
2022-01-01 15:00:00,1642.54517588298,29.8848950475652,0.246811899966764,1
2022-01-01 16:00:00,1627.90906266954,29.545110961183,0.296679118039762,1
2022-01-01 17:00:00,1594.15030721029,28.8776348929623,0.104804128492906,1
2022-01-01 18:00:00,1747.75949723986,27.7707493375599,0.387694352175087,1
2022-01-01 19:00:00,1807.26045369466,26.8446001122398,0.209522070093877,1
2022-01-01 20:00:00,1759.00968760173,26.2075360817504,0.10279597419729,1
2022-01-01 21:00:00,1721.30448215061,25.7256216859785,0.05690836218218,1
2022-01-01 22:00:00,1666.98766347249,25.3142528989939,0.011608393833495,1
2022-01-01 23:00:00,1536.60596025255,24.978215996109,0.001300119047619,1
2022-01-02 00:00:00,1419.97831936306,24.644023541577,0.019498111263736,0
2022-01-02 01:00:00,1361.66634687636,24.3157148801374,0.01803859789108,0
2022-01-02 02:00:00,1323.64540710449,24.015359256345,0.033698382139699,0
2022-01-02 03:00:00,1298.46697499593,23.7568133557539,0.034942422782105,0
2022-01-02 04:00:00,1286.26791822645,23.5802382798039,0.004592578895464,0
2022-01-02 05:00:00,1317.85216223823,23.3547999745371,0.000511217948718,0
2022-01-02 06:00:00,1366.35203972711,23.1625700141106,0.000128605769231,0
2022-01-02 07:00:00,1367.02101145426,23.3765289585834,0.000147836538462,0
2022-01-02 08:00:00,1347.43230072022,24.5958508771016,3.90624999999996E-05,0
